time_ga,time_addm,verts_ga,verts_addm
0.0015840000000000298,0.00043199999999998795,26,26
0.00909800000000005,0.003915000000000113,98,98
0.07971700000000004,0.04597899999999999,386,386
0.8148379999999997,0.5248049999999997,1395,1397
6.719894999999999,4.373619999999999,4185,4203
40.667822,26.564509,10508,10527
